youtube_id,split,label,label_id,clip_relpath
hTfQwRf06D8,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/hTfQwRf06D8_000009.mp4
hqtdl_Byo00,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/hqtdl_Byo00_000041.mp4
i9ayzFkmicU,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/i9ayzFkmicU_000000.mp4
iDfA5ED4jlc,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/iDfA5ED4jlc_000000.mp4
iJgD-qAXPJc,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/iJgD-qAXPJc_000216.mp4
ihw3jEb-9Q4,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/ihw3jEb-9Q4_000099.mp4
irBKwy3NcFI,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/irBKwy3NcFI_000106.mp4
k6DcjitoMU4,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/k6DcjitoMU4_000222.mp4
kAlwJN-XPhU,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/kAlwJN-XPhU_000650.mp4
kHO0fSJlKLA,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/kHO0fSJlKLA_000092.mp4
kRwQLXFEn0Y,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/kRwQLXFEn0Y_000172.mp4
kSDxe9MWUak,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/kSDxe9MWUak_000114.mp4
kjHgqF8yWcY,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/kjHgqF8yWcY_000094.mp4
lAitVAHpvuQ,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/lAitVAHpvuQ_000077.mp4
lKR2PLkTFms,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/lKR2PLkTFms_000085.mp4
ldm5a2lPXHE,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/ldm5a2lPXHE_000341.mp4
m-IDF3zxsZQ,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/m-IDF3zxsZQ_000026.mp4
m5N3AwzYOb0,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/m5N3AwzYOb0_000021.mp4
mX70FTFj6Io,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/mX70FTFj6Io_000022.mp4
n8H1wkidsNs,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/n8H1wkidsNs_000000.mp4
nxJfysffh1w,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/nxJfysffh1w_000082.mp4
oK3I6aGyUc4,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/oK3I6aGyUc4_000103.mp4
osR5Z_0lIag,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/osR5Z_0lIag_000000.mp4
pulGpIvMPpA,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/pulGpIvMPpA_000155.mp4
q2T7xib2WdQ,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/q2T7xib2WdQ_000007.mp4
qLpXXLxhfcA,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/qLpXXLxhfcA_000003.mp4
qhzYHPztXlg,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/qhzYHPztXlg_000053.mp4
rAurF2ZhfA4,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/rAurF2ZhfA4_000010.mp4
tU-xxkUBu-Y,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/tU-xxkUBu-Y_000137.mp4
x4nRjtJaqFE,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/x4nRjtJaqFE_000077.mp4
xD17xOyBIq0,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/xD17xOyBIq0_000058.mp4
yJFLmnTkyE4,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/yJFLmnTkyE4_000693.mp4
yn-aO0Nf2pQ,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/yn-aO0Nf2pQ_000047.mp4
zCpO2cLZmrA,train,playing didgeridoo,2,clips/train/002_playing_didgeridoo/zCpO2cLZmrA_000096.mp4
-ZZlvL8hNUs,train,playing drum kit,3,clips/train/003_playing_drum_kit/-ZZlvL8hNUs_000030.mp4
0qvekTGYwe4,train,playing drum kit,3,clips/train/003_playing_drum_kit/0qvekTGYwe4_000090.mp4
14AOXhSon20,train,playing drum kit,3,clips/train/003_playing_drum_kit/14AOXhSon20_000160.mp4
1vhU7Zn-VBM,train,playing drum kit,3,clips/train/003_playing_drum_kit/1vhU7Zn-VBM_000210.mp4
7k7Z_KkoNXI,train,playing drum kit,3,clips/train/003_playing_drum_kit/7k7Z_KkoNXI_000030.mp4
8LBPIyNxZrU,train,playing drum kit,3,clips/train/003_playing_drum_kit/8LBPIyNxZrU_000070.mp4
8M510O90qSw,train,playing drum kit,3,clips/train/003_playing_drum_kit/8M510O90qSw_000220.mp4
8Q6f27AoZ2o,train,playing drum kit,3,clips/train/003_playing_drum_kit/8Q6f27AoZ2o_000220.mp4
95vr7fm0R_g,train,playing drum kit,3,clips/train/003_playing_drum_kit/95vr7fm0R_g_000030.mp4
9Bb6MTX0VMk,train,playing drum kit,3,clips/train/003_playing_drum_kit/9Bb6MTX0VMk_000020.mp4
9HcTHVT5ZE4,train,playing drum kit,3,clips/train/003_playing_drum_kit/9HcTHVT5ZE4_000050.mp4
9h5wIuWSnIo,train,playing drum kit,3,clips/train/003_playing_drum_kit/9h5wIuWSnIo_000050.mp4
A6gZ3yviX4A,train,playing drum kit,3,clips/train/003_playing_drum_kit/A6gZ3yviX4A_000080.mp4
C-XwYdC5Y60,train,playing drum kit,3,clips/train/003_playing_drum_kit/C-XwYdC5Y60_000030.mp4
D7gqIjIIA7I,train,playing drum kit,3,clips/train/003_playing_drum_kit/D7gqIjIIA7I_000030.mp4
Dn6dh9BT7xM,train,playing drum kit,3,clips/train/003_playing_drum_kit/Dn6dh9BT7xM_000030.mp4
Dw99Hb4WkQM,train,playing drum kit,3,clips/train/003_playing_drum_kit/Dw99Hb4WkQM_000070.mp4
EIs_a_8zXhc,train,playing drum kit,3,clips/train/003_playing_drum_kit/EIs_a_8zXhc_000040.mp4
Ejo-DwUb81U,train,playing drum kit,3,clips/train/003_playing_drum_kit/Ejo-DwUb81U_000140.mp4
FKnubh4xKU0,train,playing drum kit,3,clips/train/003_playing_drum_kit/FKnubh4xKU0_000460.mp4
HNvuZyQPwF4,train,playing drum kit,3,clips/train/003_playing_drum_kit/HNvuZyQPwF4_000030.mp4
Hv-f9i5cFUk,train,playing drum kit,3,clips/train/003_playing_drum_kit/Hv-f9i5cFUk_000030.mp4
I4J9Y9xKpYQ,train,playing drum kit,3,clips/train/003_playing_drum_kit/I4J9Y9xKpYQ_000000.mp4
JVwSu-ADfNE,train,playing drum kit,3,clips/train/003_playing_drum_kit/JVwSu-ADfNE_000000.mp4
JauCXPnnb9I,train,playing drum kit,3,clips/train/003_playing_drum_kit/JauCXPnnb9I_000000.mp4
JwKaPSuAOEc,train,playing drum kit,3,clips/train/003_playing_drum_kit/JwKaPSuAOEc_000140.mp4
Klfs5IQT7Uw,train,playing drum kit,3,clips/train/003_playing_drum_kit/Klfs5IQT7Uw_000110.mp4
Km1cRNwhr4o,train,playing drum kit,3,clips/train/003_playing_drum_kit/Km1cRNwhr4o_000070.mp4
LGPS4wqwjlY,train,playing drum kit,3,clips/train/003_playing_drum_kit/LGPS4wqwjlY_000030.mp4
LKxyl8crle0,train,playing drum kit,3,clips/train/003_playing_drum_kit/LKxyl8crle0_000030.mp4
LcogBHstjq4,train,playing drum kit,3,clips/train/003_playing_drum_kit/LcogBHstjq4_000030.mp4
LlGEXC69z3Q,train,playing drum kit,3,clips/train/003_playing_drum_kit/LlGEXC69z3Q_000030.mp4
MLFBpDH5dMM,train,playing drum kit,3,clips/train/003_playing_drum_kit/MLFBpDH5dMM_000010.mp4
NiEai2ua6gU,train,playing drum kit,3,clips/train/003_playing_drum_kit/NiEai2ua6gU_000030.mp4
PQ2ADTS8670,train,playing drum kit,3,clips/train/003_playing_drum_kit/PQ2ADTS8670_000390.mp4
Q2RO2NZL4RA,train,playing drum kit,3,clips/train/003_playing_drum_kit/Q2RO2NZL4RA_000260.mp4
QdnNXe-i30I,train,playing drum kit,3,clips/train/003_playing_drum_kit/QdnNXe-i30I_000020.mp4
Qorszueft5o,train,playing drum kit,3,clips/train/003_playing_drum_kit/Qorszueft5o_000020.mp4
RrhyxYuVfms,train,playing drum kit,3,clips/train/003_playing_drum_kit/RrhyxYuVfms_000190.mp4
UNK6YKg-5Ns,train,playing drum kit,3,clips/train/003_playing_drum_kit/UNK6YKg-5Ns_000150.mp4
VCXEC-wcQ8Y,train,playing drum kit,3,clips/train/003_playing_drum_kit/VCXEC-wcQ8Y_000100.mp4
VGQQ8j_aV4c,train,playing drum kit,3,clips/train/003_playing_drum_kit/VGQQ8j_aV4c_000000.mp4
VOPgvsZR7O8,train,playing drum kit,3,clips/train/003_playing_drum_kit/VOPgvsZR7O8_000070.mp4
Wjq01N0HqZM,train,playing drum kit,3,clips/train/003_playing_drum_kit/Wjq01N0HqZM_000080.mp4
WxdJbzOyPMo,train,playing drum kit,3,clips/train/003_playing_drum_kit/WxdJbzOyPMo_000230.mp4
XE12GuPafj0,train,playing drum kit,3,clips/train/003_playing_drum_kit/XE12GuPafj0_000070.mp4
Xg1RrOX6-y0,train,playing drum kit,3,clips/train/003_playing_drum_kit/Xg1RrOX6-y0_000030.mp4
_ChfBFT7Hcc,train,playing drum kit,3,clips/train/003_playing_drum_kit/_ChfBFT7Hcc_000050.mp4
bBqh2vPQzto,train,playing drum kit,3,clips/train/003_playing_drum_kit/bBqh2vPQzto_000010.mp4
c7-ayxONW30,train,playing drum kit,3,clips/train/003_playing_drum_kit/c7-ayxONW30_000030.mp4
cFdPwBvKhl0,train,playing drum kit,3,clips/train/003_playing_drum_kit/cFdPwBvKhl0_000150.mp4
cRkOK_Myw_A,train,playing drum kit,3,clips/train/003_playing_drum_kit/cRkOK_Myw_A_000130.mp4
dretHc7fv18,train,playing drum kit,3,clips/train/003_playing_drum_kit/dretHc7fv18_000010.mp4
e-CEantVheY,train,playing drum kit,3,clips/train/003_playing_drum_kit/e-CEantVheY_000240.mp4
eEOUV4CrnkY,train,playing drum kit,3,clips/train/003_playing_drum_kit/eEOUV4CrnkY_000130.mp4
gobxzSTzMaM,train,playing drum kit,3,clips/train/003_playing_drum_kit/gobxzSTzMaM_000020.mp4
gzN4-7_lVC0,train,playing drum kit,3,clips/train/003_playing_drum_kit/gzN4-7_lVC0_000340.mp4
h1L06porcL0,train,playing drum kit,3,clips/train/003_playing_drum_kit/h1L06porcL0_000270.mp4
h7JKP8IEheE,train,playing drum kit,3,clips/train/003_playing_drum_kit/h7JKP8IEheE_000120.mp4
iJLTkHNIyGs,train,playing drum kit,3,clips/train/003_playing_drum_kit/iJLTkHNIyGs_000060.mp4
iSQRYRhqbW4,train,playing drum kit,3,clips/train/003_playing_drum_kit/iSQRYRhqbW4_000080.mp4
jeBy8nK09Dw,train,playing drum kit,3,clips/train/003_playing_drum_kit/jeBy8nK09Dw_000030.mp4
jm4Ypo6U37s,train,playing drum kit,3,clips/train/003_playing_drum_kit/jm4Ypo6U37s_000170.mp4
kBIAqE8zNu8,train,playing drum kit,3,clips/train/003_playing_drum_kit/kBIAqE8zNu8_000450.mp4
kkKRUsJa8Lw,train,playing drum kit,3,clips/train/003_playing_drum_kit/kkKRUsJa8Lw_000400.mp4
krFJCBOSwvc,train,playing drum kit,3,clips/train/003_playing_drum_kit/krFJCBOSwvc_000030.mp4
lyr21_5sVzc,train,playing drum kit,3,clips/train/003_playing_drum_kit/lyr21_5sVzc_000060.mp4
mzPbegRJQQ4,train,playing drum kit,3,clips/train/003_playing_drum_kit/mzPbegRJQQ4_000170.mp4
nLgbpOyXsBY,train,playing drum kit,3,clips/train/003_playing_drum_kit/nLgbpOyXsBY_000030.mp4
nu44qURN2wQ,train,playing drum kit,3,clips/train/003_playing_drum_kit/nu44qURN2wQ_000030.mp4
oP_n8bfnms8,train,playing drum kit,3,clips/train/003_playing_drum_kit/oP_n8bfnms8_000030.mp4
oUBA_dA4NCg,train,playing drum kit,3,clips/train/003_playing_drum_kit/oUBA_dA4NCg_000230.mp4
olH7OI3KNxY,train,playing drum kit,3,clips/train/003_playing_drum_kit/olH7OI3KNxY_000050.mp4
pBdfMoikkXo,train,playing drum kit,3,clips/train/003_playing_drum_kit/pBdfMoikkXo_000080.mp4
qPj3y0hpFfk,train,playing drum kit,3,clips/train/003_playing_drum_kit/qPj3y0hpFfk_000030.mp4
rAlD0Uwu1EU,train,playing drum kit,3,clips/train/003_playing_drum_kit/rAlD0Uwu1EU_000220.mp4
rIA2Gttdt80,train,playing drum kit,3,clips/train/003_playing_drum_kit/rIA2Gttdt80_000070.mp4
rdDcctv03dU,train,playing drum kit,3,clips/train/003_playing_drum_kit/rdDcctv03dU_000090.mp4
tyVseg9uqTU,train,playing drum kit,3,clips/train/003_playing_drum_kit/tyVseg9uqTU_000260.mp4
uzq1UpjhpW4,train,playing drum kit,3,clips/train/003_playing_drum_kit/uzq1UpjhpW4_000210.mp4
vJCta7p0eXs,train,playing drum kit,3,clips/train/003_playing_drum_kit/vJCta7p0eXs_000030.mp4
vuvOTufpdMU,train,playing drum kit,3,clips/train/003_playing_drum_kit/vuvOTufpdMU_000030.mp4
wuS3aZFfcac,train,playing drum kit,3,clips/train/003_playing_drum_kit/wuS3aZFfcac_000270.mp4
yXIBAHN83DI,train,playing drum kit,3,clips/train/003_playing_drum_kit/yXIBAHN83DI_000030.mp4
yvUyqCBBzio,train,playing drum kit,3,clips/train/003_playing_drum_kit/yvUyqCBBzio_000150.mp4
-98xVRFaWGs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/-98xVRFaWGs_000030.mp4
-SCrM-xy6U4,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/-SCrM-xy6U4_000030.mp4
-aq_y3VgkPU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/-aq_y3VgkPU_000030.mp4
-uSBKnT3TUQ,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/-uSBKnT3TUQ_000030.mp4
-xxe8rMa1mU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/-xxe8rMa1mU_000030.mp4
0-H86ZEzNe4,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/0-H86ZEzNe4_000022.mp4
0gQN6QrjIWs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/0gQN6QrjIWs_000018.mp4
0izT2gPbsok,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/0izT2gPbsok_000030.mp4
0outnsoaFIw,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/0outnsoaFIw_000030.mp4
14B3-ZVu13k,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/14B3-ZVu13k_000030.mp4
1LPpCZHUavk,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/1LPpCZHUavk_000020.mp4
1Q5-7Ilwg60,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/1Q5-7Ilwg60_000030.mp4
1W0ayrenVdo,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/1W0ayrenVdo_000030.mp4
1wWTllxb30M,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/1wWTllxb30M_000025.mp4
1wln51GlidE,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/1wln51GlidE_000030.mp4
2HyhiqzyZpM,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/2HyhiqzyZpM_000020.mp4
2JmRCavpJNA,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/2JmRCavpJNA_000030.mp4
2X8CJ7J21zQ,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/2X8CJ7J21zQ_000030.mp4
2cbdHNaQU5o,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/2cbdHNaQU5o_000030.mp4
2crh5mUPqN0,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/2crh5mUPqN0_000310.mp4
2guzNdnR1NU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/2guzNdnR1NU_000200.mp4
33ZJTEZthrw,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/33ZJTEZthrw_000030.mp4
36ByjS4Hbvs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/36ByjS4Hbvs_000030.mp4
3T-V6Garxsc,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/3T-V6Garxsc_000030.mp4
3gYkTftf-20,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/3gYkTftf-20_000030.mp4
3yvn70qH0E8,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/3yvn70qH0E8_000030.mp4
47O_u4JI9Xc,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/47O_u4JI9Xc_000030.mp4
47SP2azKv8Q,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/47SP2azKv8Q_000030.mp4
4IN2U4e2G8g,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/4IN2U4e2G8g_000030.mp4
4JWeQZGupYQ,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/4JWeQZGupYQ_000030.mp4
4cEqsUfA9z0,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/4cEqsUfA9z0_000030.mp4
4dRDw10Zryo,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/4dRDw10Zryo_000030.mp4
4grxLhBD510,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/4grxLhBD510_000030.mp4
5AkOK0jnfNE,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/5AkOK0jnfNE_000030.mp4
5N6f9IG8Tw8,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/5N6f9IG8Tw8_000028.mp4
5c5zGzfjbZA,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/5c5zGzfjbZA_000030.mp4
5fs34MzDvdM,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/5fs34MzDvdM_000030.mp4
63_evj3s6YU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/63_evj3s6YU_000190.mp4
66hOHsSRaXY,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/66hOHsSRaXY_000030.mp4
7GGZ1EYm9Oo,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/7GGZ1EYm9Oo_000030.mp4
7KgfWtZkzN8,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/7KgfWtZkzN8_000110.mp4
853mkW7xFWQ,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/853mkW7xFWQ_000470.mp4
85Dd9rdOaMg,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/85Dd9rdOaMg_000410.mp4
97AW7P5NPYc,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/97AW7P5NPYc_000030.mp4
97wLx8RX-vk,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/97wLx8RX-vk_000020.mp4
Ae70lkdAzJs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/Ae70lkdAzJs_000030.mp4
BVEcRn8GnoU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/BVEcRn8GnoU_000030.mp4
EA17bYj0S78,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/EA17bYj0S78_000180.mp4
EzEqMo71uEk,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/EzEqMo71uEk_000070.mp4
F1gZXLGN6t8,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/F1gZXLGN6t8_000010.mp4
FwE0q72wZdg,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/FwE0q72wZdg_000030.mp4
IOPgO0yRBVw,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/IOPgO0yRBVw_000030.mp4
ItoGwviX9g4,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/ItoGwviX9g4_000050.mp4
LYdkhH29_nc,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/LYdkhH29_nc_000330.mp4
MexEjXgygAU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/MexEjXgygAU_000030.mp4
MoxvNdIKLH4,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/MoxvNdIKLH4_000290.mp4
Mpdlt9t5Y30,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/Mpdlt9t5Y30_000030.mp4
ONOb3RHTVNo,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/ONOb3RHTVNo_000080.mp4
PXjNNs6lmvs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/PXjNNs6lmvs_000070.mp4
Pa4tApc0vpc,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/Pa4tApc0vpc_000030.mp4
PdS6LUtrAbw,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/PdS6LUtrAbw_000000.mp4
Q8J2gD3r0Ac,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/Q8J2gD3r0Ac_000150.mp4
Rwf4lSOiBfs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/Rwf4lSOiBfs_000130.mp4
TVtsbtwPc1M,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/TVtsbtwPc1M_000460.mp4
VuEEY_U2EWg,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/VuEEY_U2EWg_000090.mp4
WdJ9JPVoyaM,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/WdJ9JPVoyaM_000540.mp4
XldLkudNArY,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/XldLkudNArY_000090.mp4
Z7yEzZrIUYE,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/Z7yEzZrIUYE_000070.mp4
ZOsvXlAL1xw,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/ZOsvXlAL1xw_000030.mp4
ZRtKVamPjnI,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/ZRtKVamPjnI_000189.mp4
aHfhMnWzix0,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/aHfhMnWzix0_000060.mp4
cr_m_9z4a5M,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/cr_m_9z4a5M_000030.mp4
gBajexwsbnk,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/gBajexwsbnk_000020.mp4
gl9tr4QHfDs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/gl9tr4QHfDs_000030.mp4
h6tYHCkguRM,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/h6tYHCkguRM_000030.mp4
hbGePrj-ZQg,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/hbGePrj-ZQg_000400.mp4
iMW2Hnv24CQ,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/iMW2Hnv24CQ_000379.mp4
jaJtA3d4JEs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/jaJtA3d4JEs_000030.mp4
jt126UhBCSU,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/jt126UhBCSU_000370.mp4
jzJKeKw3sw8,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/jzJKeKw3sw8_000110.mp4
lRFzJqINC24,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/lRFzJqINC24_000050.mp4
m-b3QBniHw4,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/m-b3QBniHw4_000030.mp4
mvKaOMV64yo,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/mvKaOMV64yo_000188.mp4
oJJkxY75gCs,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/oJJkxY75gCs_000020.mp4
oj0CjV1QxtQ,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/oj0CjV1QxtQ_000325.mp4
sXafN0_XIpI,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/sXafN0_XIpI_000150.mp4
xg4Zk62iyuw,train,playing electric guitar,4,clips/train/004_playing_electric_guitar/xg4Zk62iyuw_000040.mp4
-IV_bcVQVSw,train,playing flute,5,clips/train/005_playing_flute/-IV_bcVQVSw_000030.mp4
0WKZxrxHxl0,train,playing flute,5,clips/train/005_playing_flute/0WKZxrxHxl0_000030.mp4
0Yk2jwVJCjk,train,playing flute,5,clips/train/005_playing_flute/0Yk2jwVJCjk_000030.mp4
0e47JpKHBm8,train,playing flute,5,clips/train/005_playing_flute/0e47JpKHBm8_000306.mp4
1w_EADxq6H0,train,playing flute,5,clips/train/005_playing_flute/1w_EADxq6H0_000040.mp4
3fEL0gkhLO4,train,playing flute,5,clips/train/005_playing_flute/3fEL0gkhLO4_000370.mp4
4JnjuQ0rWvU,train,playing flute,5,clips/train/005_playing_flute/4JnjuQ0rWvU_000010.mp4
4Rr63urf5oA,train,playing flute,5,clips/train/005_playing_flute/4Rr63urf5oA_000040.mp4
56T5S5OJc8A,train,playing flute,5,clips/train/005_playing_flute/56T5S5OJc8A_000070.mp4
5QJyB5WBwQs,train,playing flute,5,clips/train/005_playing_flute/5QJyB5WBwQs_000080.mp4
5Zt3TLdu7e4,train,playing flute,5,clips/train/005_playing_flute/5Zt3TLdu7e4_000030.mp4
7TFE4CDctnY,train,playing flute,5,clips/train/005_playing_flute/7TFE4CDctnY_000020.mp4
8rrO4Hy9yKU,train,playing flute,5,clips/train/005_playing_flute/8rrO4Hy9yKU_000030.mp4
9S3cNKEOWzE,train,playing flute,5,clips/train/005_playing_flute/9S3cNKEOWzE_000140.mp4
9_RnxH9U9Cc,train,playing flute,5,clips/train/005_playing_flute/9_RnxH9U9Cc_000025.mp4
9jcDi5JtYZQ,train,playing flute,5,clips/train/005_playing_flute/9jcDi5JtYZQ_000030.mp4
AtlU4QDwKhY,train,playing flute,5,clips/train/005_playing_flute/AtlU4QDwKhY_000070.mp4
B-0A7xifHOY,train,playing flute,5,clips/train/005_playing_flute/B-0A7xifHOY_000035.mp4
BhNK8lncKoY,train,playing flute,5,clips/train/005_playing_flute/BhNK8lncKoY_000090.mp4
Bnq573SNAeg,train,playing flute,5,clips/train/005_playing_flute/Bnq573SNAeg_000060.mp4
CBsodbUOyp0,train,playing flute,5,clips/train/005_playing_flute/CBsodbUOyp0_000030.mp4
CqqsripTd58,train,playing flute,5,clips/train/005_playing_flute/CqqsripTd58_000020.mp4
D7qYq_Gc-jE,train,playing flute,5,clips/train/005_playing_flute/D7qYq_Gc-jE_000053.mp4
D9umh8BPtDE,train,playing flute,5,clips/train/005_playing_flute/D9umh8BPtDE_000471.mp4
F77jzM-z344,train,playing flute,5,clips/train/005_playing_flute/F77jzM-z344_000030.mp4
FZ7M6sLme7s,train,playing flute,5,clips/train/005_playing_flute/FZ7M6sLme7s_000030.mp4
Gfy8JtBO980,train,playing flute,5,clips/train/005_playing_flute/Gfy8JtBO980_000060.mp4
HzaHK3s-m-U,train,playing flute,5,clips/train/005_playing_flute/HzaHK3s-m-U_000030.mp4
Id7fAxveWVQ,train,playing flute,5,clips/train/005_playing_flute/Id7fAxveWVQ_000030.mp4
JnhA74NMYmU,train,playing flute,5,clips/train/005_playing_flute/JnhA74NMYmU_000030.mp4
JrZDEWOAFsk,train,playing flute,5,clips/train/005_playing_flute/JrZDEWOAFsk_000196.mp4
KCtIuBgM90o,train,playing flute,5,clips/train/005_playing_flute/KCtIuBgM90o_000240.mp4
KGo3z_ZFpHM,train,playing flute,5,clips/train/005_playing_flute/KGo3z_ZFpHM_000090.mp4
Kzjsd9rsACk,train,playing flute,5,clips/train/005_playing_flute/Kzjsd9rsACk_000120.mp4
MW45VBj-14E,train,playing flute,5,clips/train/005_playing_flute/MW45VBj-14E_000030.mp4
MqVYlLkfGlg,train,playing flute,5,clips/train/005_playing_flute/MqVYlLkfGlg_000030.mp4
